date,time,headline_raw
24/6/2026,0:02:31,"RTRS: S&P, NASDAQ DROP ON TECH SELLOFF AS CONCERNS ABOUT HAWKISH FED, AI SPENDING MOUNT"
23/6/2026,22:20:34,U.S. STOCKS PARE DECLINES
23/6/2026,22:20:34,"S&P 500 DOWN 0.7%, NASDAQ DOWN 1.2%"
23/6/2026,22:20:03,"DOW TURNS POSITIVE, LAST UP 0.1%"
23/6/2026,21:51:07,"Wall St tumbles on tech selloff as concerns about hawkish Fed, AI spending mount US STOCKS"
23/6/2026,21:35:19,RUSSELL 2000 INDEX DOWN 1.6%
23/6/2026,21:33:42,"US STOCKS SNAPSHOT-Wall St falls at open on tech selloff as concerns about hawkish Fed, AI spending mount"
23/6/2026,21:30:30,"U.S. STOCKS EXTEND FALL, S&P 500 -SPX DOWN 1.61%"
23/6/2026,21:30:30,"NASDAQ .IXIC DOWN 623.90 POINTS, OR 2.38 PERCENT, AT 25,542.70 AFTER MARKET OPEN"
23/6/2026,21:30:30,"DOW JONES .DJI DOWN 358.17 POINTS, OR 0.69 PERCENT, AT 51,354.54 AFTER MARKET OPEN"
23/6/2026,21:30:30,"S&P 500 .INX DOWN 120.18 POINTS, OR 1.61 %, AT 7,352.61 AFTER MARKET OPEN"
23/6/2026,21:30:30,"S&P 500 .INX DOWN 120.18 POINTS, OR 1.61 PERCENT, AT 7,352.61 AFTER MARKET OPEN"
23/6/2026,21:12:55,"NASDAQ 100 FUTURES EXTEND LOSSES, LAST DOWN 3.1%"
23/6/2026,21:08:31,"US futures fall on tech selloff as concerns about hawkish Fed, AI spending mount US STOCKS"
23/6/2026,19:22:00,"Nasdaq futures drop over 2% on concerns over AI buildout costs, Fed rate outlook US STOCKS"
23/6/2026,17:07:03,"Nasdaq futures drop over 2% as AI buildout costs, Fed rate outlook weigh US STOCKS"
23/6/2026,16:04:19,RUSSELL 2000 FUTURES DOWN 1.7%
23/6/2026,16:04:04,CBOE VOLATILITY INDEX HITS OVER ONE-WEEK HIGH; LAST UP 3.03 POINTS AT 20.31
23/6/2026,16:01:47,"U.S. S&P 500 E-MINI FUTURES DOWN 1.48%, NASDAQ 100 FUTURES DOWN 2.5%, DOW FUTURES DOWN 0.8%"
23/6/2026,15:59:33,"Nasdaq futures fall 2% on tech worries, Fed hike bets US STOCKS"
23/6/2026,14:11:07,"U.S. S&P 500 E-MINI FUTURES DOWN 1%, NASDAQ 100 FUTURES DOWN 1.9%, DOW FUTURES DOWN 0.3%"
23/6/2026,4:35:46,"S&P 500, Nasdaq close lower, dragged by Alphabet and megacap tech; focus on Iran US STOCKS"
23/6/2026,4:00:37,"S&P 500, Nasdaq close lower, dragged by Alphabet and megacap tech; focus on Iran US STOCKS"
23/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES DOWN 28.47 POINTS, OR 0.38 PERCENT, AT 7,472.11"
23/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 144.62 POINTS, OR 0.28%, AT 51,709.32"
23/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 147.09 POINTS, OR 0.29 PERCENT, AT 51,711.79"
23/6/2026,4:00:00,"NASDAQ .IXIC UNOFFICIALLY CLOSES DOWN 356.62 POINTS, OR 1.35 PERCENT, AT 26,161.31"
23/6/2026,2:36:51,"S&P 500, Nasdaq fall, dragged by Alphabet and megacap tech; focus on Iran US STOCKS"
23/6/2026,0:40:35,"S&P 500, Nasdaq fall as megacap tech drags; Iran developments watched US STOCKS"
22/6/2026,22:54:04,"S&P 500 TURNS NEGATIVE, LAST DOWN 0.4%"
22/6/2026,22:43:46,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 1.00%"
22/6/2026,22:43:46,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 1.00 PCT"
22/6/2026,22:17:53,"S&P 500, Dow tick higher as investors weigh Mideast negotiations US STOCKS"
22/6/2026,21:34:39,US STOCKS SNAPSHOT-Wall St subdued at open as investors weigh US-Iran negotiations
22/6/2026,21:30:30,"NASDAQ .IXIC DOWN 34.64 POINTS, OR 0.13 PERCENT, AT 26,483.29 AFTER MARKET OPEN"
22/6/2026,21:30:30,"DOW JONES .DJI UP 152.24 POINTS, OR 0.30 PERCENT, AT 51,716.94 AFTER MARKET OPEN"
22/6/2026,21:30:30,"S&P 500 .INX UP 9.10 POINTS, OR 0.12 %, AT 7,509.68 AFTER MARKET OPEN"
22/6/2026,21:30:30,"S&P 500 .INX UP 9.10 POINTS, OR 0.12 PERCENT, AT 7,509.68 AFTER MARKET OPEN"
22/6/2026,20:52:47,Wall St set for higher open as investors weigh Mideast negotiations US STOCKS
22/6/2026,19:35:04,Wall St futures muted as investors monitor US-Iran negotiations US STOCKS
22/6/2026,17:15:16,Wall St futures muted as investors monitor US-Iran negotiations US STOCKS
22/6/2026,16:00:39,"U.S. S&P 500 E-MINI FUTURES DOWN 0.1%, NASDAQ 100 FUTURES UP 0.1%, DOW FUTURES DOWN 0.1%"
19/6/2026,4:52:29,"Wall St indexes advance with boost from chips, Iran optimism Us STOCKS"
19/6/2026,4:02:29,"FOR THE WEEK, THE S&P 500 ROSE 0.9%, THE DOW ROSE 0.7% AND THE NASDAQ ROSE 2.4%"
19/6/2026,4:00:45,"Wall St indexes advance with boost from chips, Iran optimism US STOCKS"
19/6/2026,4:00:01,"NASDAQ .IXIC UNOFFICIALLY CLOSES UP 524.98 POINTS, OR 2.02 PERCENT, AT 26,546.63"
19/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 140.12 POINTS, OR 0.27%, AT 51,632.67"
19/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES UP 85.85 POINTS, OR 1.16 PERCENT, AT 7,505.95"
19/6/2026,3:50:57,"U.S. STOCKS EXTEND GAINS, NASDAQ -IXIC UP 2.00% U.S. STOCKS EXTEND GAINS, NASDAQ -IXIC UP 2.00 PCT Wall St indexes advance with boost from chips, falling oil prices US STOCKS"
18/6/2026,23:41:09,Wall St advances as Iran deal optimism offsets hawkish Fed; Intel jumps US STOCKS
18/6/2026,21:58:01,Wall St advances as Iran deal optimism offsets hawkish Fed; Intel soars US STOCKS
18/6/2026,21:44:54,"S&P 500 SOFTWARE SECTOR AT AN OVER TWO-MONTH LOW, LAST DOWN 2.1%"
18/6/2026,21:32:49,US STOCKS SNAPSHOT-Wall St opens higher as Iran deal optimism offsets hawkish Fed
18/6/2026,21:30:30,"U.S. STOCKS EXTEND GAINS, S&P 500 «SPX UP 1.20%"
18/6/2026,21:30:30,"NASDAQ .IXIC UP 407.09 POINTS, OR 1.56 PERCENT, AT 26,428.75 AFTER MARKET OPEN"
18/6/2026,21:30:30,"DOW JONES .DJI UP 407.83 POINTS, OR 0.79 PERCENT, AT 51,900.38 AFTER MARKET OPEN"
18/6/2026,21:30:30,"S&P 500 .INX UP 89.13 POINTS, OR 1.20 %, AT 7,509.23 AFTER MARKET OPEN"
18/6/2026,21:30:30,"S&P 500 .INX UP 89.13 POINTS, OR 1.20 PERCENT, AT 7,509.23 AFTER MARKET OPEN"
18/6/2026,21:00:21,Wall St set to rise as Iran deal optimism offsets hawkish Fed; Intel up US STOCKS
18/6/2026,20:32:36,U.S. STOCK FUTURES LITTLE CHANGED AFTER WEEKLY JOBLESS CLAIMS DATA
18/6/2026,19:30:35,Wall St futures rebound as Iran deal optimism offsets hawkish Fed; Intel up US STOCKS
18/6/2026,16:00:42,"U.S. S&P 500 E-MINI FUTURES ADD 0.9%, NASDAQ 100 FUTURES RISE 1.47%, DOW FUTURES UP 0.56%"
18/6/2026,5:00:48,Wall Street sinks on bets Fed will hike rates this year US STOCKS
18/6/2026,4:00:39,Wall Street closes lower on Fed rate hike bets US STOCKS
18/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES DOWN 511.34 POINTS, OR 0.98%, AT 51,488.33"
18/6/2026,4:00:01,"NASDAQ .IXIC UNOFFICIALLY CLOSES DOWN 352.68 POINTS, OR 1.34 PERCENT, AT 26,023.66"
18/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES DOWN 530.60 POINTS, OR 1.02 PERCENT, AT 51,469.07"
18/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES DOWN 93.65 POINTS, OR 1.25 PERCENT, AT 7,417.70"
18/6/2026,3:33:44,"U.S. STOCKS EXTEND FALL, DOW JONES -DJI DOWN 1.00 PCT"
18/6/2026,3:21:31,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 1.00 PCT"
18/6/2026,3:21:23,"U.S. STOCKS EXTEND FALL, S&P 500 «SPX DOWN 1.00%"
18/6/2026,3:21:23,"U.S. STOCKS EXTEND FALL, S&P 500 «SPX DOWN 1.00 PCT"
18/6/2026,2:35:50,Wall Street loses ground slightly after first Fed statement under Warsh US STOCKS U.S. STOCKS LOSE GROUND AFTER FEDERAL RESERVE STATEMENT; S&P 500 LAST DOWN 0.3%
18/6/2026,0:26:41,Wall Street wavers ahead of first Fed policy decision under Warsh US STOCKS
18/6/2026,0:12:31,RUSSELL 2000 INDEX RISES 1.2%
17/6/2026,21:54:53,Wall Street ticks up ahead of first Fed policy decision under Warsh US STOCKS
17/6/2026,21:32:24,"US STOCKS SNAPSHOT-US stocks open higher, spotlight on Fed"
17/6/2026,21:30:30,"NASDAQ .IXIC UP 115.00 POINTS, OR 0.44 PERCENT, AT 26,491.35 AFTER MARKET OPEN"
17/6/2026,21:30:30,"DOW JONES .DJI UP 16.03 POINTS, OR 0.03 PERCENT, AT 52,015.70 AFTER MARKET OPEN"
17/6/2026,21:30:30,"S&P 500 .INX UP 8.29 POINTS, OR 0.11 %, AT 7,519.64 AFTER MARKET OPEN"
17/6/2026,21:30:30,"S&P 500 .INX UP 8.29 POINTS, OR 0.11 PERCENT, AT 7,519.64 AFTER MARKET OPEN"
17/6/2026,21:20:38,"S&P, Nasdaq set to rise ahead of first Fed policy decision under Warsh US STOCKS"
17/6/2026,20:30:44,U.S. STOCK FUTURES LITTLE CHANGED AFTER MAY RETAIL SALES DATA
17/6/2026,19:18:14,"S&P, Nasdaq futures inch up ahead of Warsh's debut meeting US STOCKS S&P, Nasdaq futures inch up ahead of Warsh's debut US STOCKS"
17/6/2026,16:00:29,"S&P 500 E-MINI FUTURES UP 0.27%, NASDAQ 100 FUTURES UP 0.84%, DOW FUTURES FLAT"
17/6/2026,4:50:39,Nasdaq and S&P 500 slip while Dow hits record close US STOCKS
17/6/2026,4:00:44,Nasdaq and S&P 500 slip while Dow hits record high US STOCKS
17/6/2026,4:00:00,"NASDAQ .IXIC UNOFFICIALLY CLOSES DOWN 293.61 POINTS, OR 1.10 PERCENT, AT 26,390.33"
17/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 323.45 POINTS, OR 0.63 PERCENT, AT 51,994.48"
17/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES DOWN 42.83 POINTS, OR 0.57 PERCENT, AT 7,511.46"
17/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 345.12 POINTS, OR 0.67%, AT 52,016.15"
17/6/2026,3:16:11,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 1.00%"
17/6/2026,3:16:11,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 1.00 PCT"
17/6/2026,2:55:06,"Nasdaq, S&P 500 slip while Dow hits record high Us STOCKS"
17/6/2026,1:44:59,"S&P 500, NASDAQ EXTEND LOSSES; S&P DOWN 0.3%, NASDAQ SHEDS 0.7%"
17/6/2026,0:47:57,Dow hits record high as oil slides; SpaceX soars US STOCKS
17/6/2026,0:13:39,"U.S. STOCKS EXTEND GAINS, DOW JONES .DJI UP 1.00%"
17/6/2026,0:13:39,"U.S. STOCKS EXTEND GAINS, DOW JONES .DJI UP 1.00 PCT"
16/6/2026,23:03:18,CBOE VOLATILITY INDEX AT OVER ONE- WEEK LOW; LAST DOWN 0.27 POINTS AT 15.93
16/6/2026,22:10:37,Dow hits record high as oil slides; SpaceX soars US STOCKS
16/6/2026,21:35:53,US STOCKS SNAPSHOT-Dow touches record high as oil slides further
16/6/2026,21:30:30,"NASDAQ .IXIC DOWN 34.16 POINTS, OR 0.13 PERCENT, AT 26,649.78 AFTER MARKET OPEN"
16/6/2026,21:30:30,"DOW JONES .DJI UP 219.95 POINTS, OR 0.43 PERCENT, AT 51,890.98 AFTER MARKET OPEN"
16/6/2026,21:30:30,"S&P 500 .INX DOWN 2.39 POINTS, OR 0.03 PERCENT, AT 7,551.90 AFTER MARKET OPEN"
16/6/2026,21:30:30,"S&P 500 .INX DOWN 2.39 POINTS, OR 0.03 %, AT 7,551.90 AFTER MARKET OPEN"
16/6/2026,21:12:16,Wall St set for subdued open ahead of Fed decision US STOCKS
16/6/2026,19:33:04,"Nasdaq, Dow futures inch up with focus on Fed; SpaceX jumps for third day US STOCKS"
16/6/2026,18:30:17,"Wall Street futures subdued as focus shifts to Fed, SpaceX jumps for third day US STOCKS"
16/6/2026,16:00:50,"S&P 500 E-MINI FUTURES FLAT, NASDAQ 100 FUTURES DOWN 0.1%, DOW FUTURES UP 0.2%"
16/6/2026,4:40:44,"Wall Street rallies, Dow ends with record on US-Iran deal, oil price slide Us STOCKS"
16/6/2026,4:02:09,UNOFFICIALLY THE DOW REGISTERS RECORD-HIGH CLOSE
16/6/2026,4:00:44,"Wall Street rallies, Dow ends with record on US-Iran deal, oil price slide US STOCKS"
16/6/2026,4:00:01,"NASDAQ .IXIC UNOFFICIALLY CLOSES UP 763.84 POINTS, OR 2.95 PERCENT, AT 26,652.68"
16/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES UP 119.08 POINTS, OR 1.60 PERCENT, AT 7,550.54"
16/6/2026,4:00:01,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 448.18 POINTS, OR 0.88%, AT 51,650.44"
16/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 481.85 POINTS, OR 0.94 PERCENT, AT 51,684.11"
16/6/2026,2:47:49,"Dow hits record high on US-Iran deal optimism, oil prices slide US STOCKS"
15/6/2026,23:54:12,"U.S. STOCKS EXTEND GAINS, NASDAQ -IXIC UP 3.00 PCT Dow hits record high on US-Iran deal optimism, oil prices slide US STOCKS"
15/6/2026,22:18:11,"Dow hits record high on Iran deal optimism, lower oil prices US STOCKS"
15/6/2026,21:47:43,"RUSSELL 2000 INDEX HITS RECORD HIGH, LAST UP 1.5%"
15/6/2026,21:42:14,"DOW JONES HITS INTRADAY RECORD HIGH, LAST UP 1.1%"
15/6/2026,21:33:22,US STOCKS SNAPSHOT-Wall St gains as markets welcome Iran deal
15/6/2026,21:30:30,"U.S. STOCKS EXTEND GAINS, NASDAQ -IXIC UP 2.16%"
15/6/2026,21:30:30,"NASDAQ .IXIC UP 563.71 POINTS, OR 2.18 PERCENT, AT 26,452.56 AFTER MARKET OPEN"
15/6/2026,21:30:30,"DOW JONES .DJI UP 598.43 POINTS, OR 1.17 PERCENT, AT 51,800.69 AFTER MARKET OPEN"
15/6/2026,21:30:30,"S&P 500 .INX UP 99.46 POINTS, OR 1.34 PERCENT, AT 7,530.92 AFTER MARKET OPEN S&P 500 .INX UP 99.46 POINTS, OR 1.34 %, AT 7,530.92 AFTER MARKET OPEN"
15/6/2026,20:51:20,"Wall St set for higher open on Iran deal optimism, lower oil prices US STOCKS"
15/6/2026,19:25:20,US stock futures rise on Iran deal optimism; oil tumbles US STOCKS
15/6/2026,17:34:44,US stock futures rise as markets cheer Iran deal US STOCKS
15/6/2026,16:22:21,Wall St. futures advance over 1% as markets cheer Iran deal US STOCKS
15/6/2026,16:02:34,"CBOE VOLATILITY INDEX FALLS TO OVER ONE-WEEK LOW, LAST DOWN 0.89 POINTS AT 16.79"
15/6/2026,13:59:24,"RUSSELL 2000 FUTURES UP 1.7% U.S. S&P 500 E-MINI FUTURES UP 1.3%, NASDAQ 100 FUTURES UP 1.9%, DOW FUTURES UP 1% Wall Street ends higher as SpaceX's market debut dominates US STOCKS"
13/6/2026,4:00:44,"Wall Street ends up on Iran war peace deal hopes, SpaceX's historic debut US STOCKS"
13/6/2026,4:00:37,"UNOFFICIALLY, FOR THE WEEK, THE S&P 500 GAINED 0.65%, THE NASDAQ ROSE 0.7%, AND THE DOW CLIMBED 0.66%"
13/6/2026,4:00:00,"NASDAQ .IXIC UNOFFICIALLY CLOSES UP 76.49 POINTS, OR 0.30 PERCENT, AT 25,886.15"
13/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 333.30 POINTS, OR 0.66 PERCENT, AT 51,182.05"
13/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES UP 33.89 POINTS, OR 0.46 PERCENT, AT 7,428.19"
13/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 337.75 POINTS, OR 0.66%, AT 51,186.50"
13/6/2026,2:58:16,"Wall Street rises on Iran war peace deal hopes, SpaceX's historic debut US STOCKS"
13/6/2026,0:46:22,"S&P 500, Dow rise on Mideast deal hopes, SpaceX's historic debut US STOCKS"
13/6/2026,0:36:02,"NASDAQ TURNS POSITIVE, LAST UP 0.2%"
13/6/2026,0:08:50,"NASDAQ EXTENDS DECLINES, LAST DOWN 0.3%"
12/6/2026,23:52:10,"NASDAQ PARES GAINS, LAST DOWN 0.1%"
12/6/2026,23:01:50,"S&P 500 volatile in choppy trading; Mideast deal, SpaceX debut in focus US STOCKS"
12/6/2026,23:00:40,"U.S. STOCKS EXTEND GAINS, DOW JONES .DJI UP 1.01%"
12/6/2026,23:00:40,"U.S. STOCKS EXTEND GAINS, DOW JONES .DJI UP 1.01 PCT"
12/6/2026,22:42:13,"S&P 500 UP 0.2%, DOW UP 0.5%; NASDAQ FLAT"
12/6/2026,22:03:40,"S&P 500, NASDAQ PARE LOSSES AFTER UMICH CONSUMER SENTIMENT DATA; S&P 500 FLAT, NASDAQ DOWN 0.3%"
12/6/2026,21:49:40,"NASDAQ EXTENDS LOSSES, LAST DOWN 0.7%; S&P 500 DOWN 0.3%"
12/6/2026,21:46:45,"S&P, Dow edge higher on Mideast deal hopes; SpaceX debut in focus US STOCKS"
12/6/2026,21:32:45,"US STOCKS SNAPSHOT-S&P, Dow open higher on Mideast deal hopes; SpaceX debut in focus"
12/6/2026,21:30:30,"NASDAQ .IXIC DOWN 8.44 POINTS, OR 0.03 PERCENT, AT 25,801.22 AFTER MARKET OPEN"
12/6/2026,21:30:30,"S&P 500 .INX UP 12.98 POINTS, OR 0.18 PERCENT, AT 7,407.28 AFTER MARKET OPEN"
12/6/2026,21:30:30,"DOW JONES .DJI UP 316.33 POINTS, OR 0.62 PERCENT, AT 51,165.08 AFTER MARKET OPEN"
12/6/2026,21:30:30,"S&P 500 .INX UP 12.98 POINTS, OR 0.18 %, AT 7,407.28 AFTER MARKET OPEN"
12/6/2026,21:02:56,"NASDAQ FUTURES DOWN 0.3%, S&P 500 FUTURES FLAT, DOW FUTURES UP 0.3%"
12/6/2026,20:47:56,Wall St to open higher on Mideast deal hopes; SpaceX debut in focus US STOCKS
12/6/2026,19:32:07,Wall St futures rise on Mideast deal optimism; SpaceX debut in focus US STOCKS
12/6/2026,18:33:22,Wall St futures rise on Mideast deal hopes; SpaceX debut in focus US STOCKS
12/6/2026,17:35:40,RUSSELL 2000 FUTURES UP 1%
12/6/2026,16:01:37,"U.S. S&P 500 E-MINI FUTURES FLAT, NASDAQ 100 FUTURES DOWN 0.1%, DOW FUTURES UP 0.2%"
12/6/2026,5:16:20,"Wall Street indexes jump, Trump says strikes against Iran canceled US STOCKS"
12/6/2026,4:01:57,"PHLX CHIP INDEX SOARS 7.9%, BIGGEST DAILY GAIN SINCE APRIL 2025"
12/6/2026,4:00:28,Wall Street indexes jump; Trump says strikes against Iran canceled US STOCKS
12/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 924.09 POINTS, OR 1.85 PERCENT, AT 50,842.87"
12/6/2026,4:00:00,"NASDAQ .IXIC UNOFFICIALLY CLOSES UP 651.34 POINTS, OR 2.59 PERCENT, AT 25,820.84"
12/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 950.34 POINTS, OR 1.90%, AT 50,869.12"
12/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES UP 128.78 POINTS, OR 1.77 PERCENT, AT 7,395.77"
12/6/2026,2:34:34,Wall Street indexes jump as Trump says strikes against Iran canceled US STOCKS
12/6/2026,1:44:37,"U.S. STOCKS EXTEND GAINS, NASDAQ -IXIC UP 2.00%"
12/6/2026,1:44:37,"U.S. STOCKS EXTEND GAINS, NASDAQ -IXIC UP 2.00 PCT"
12/6/2026,1:31:54,U.S. STOCKS EXTEND GAINS AFTER TRUMP SAYS SCHEDULED STRIKES AGAINST IRAN HAVE BEEN CANCELLED; NASDAQ ADDS 1.3%
12/6/2026,1:30:03,"U.S. STOCKS EXTEND GAINS, S&P 500 «SPX UP 1.06 PCT"
12/6/2026,1:29:06,"U.S. STOCKS EXTEND GAINS, DOW JONES .DJI UP 1.04 PCT"
12/6/2026,0:14:09,"Wall St edges up as chips rebound, Middle East in focus US STOCKS"
11/6/2026,23:03:14,U.S. STOCKS GIVE UP GAINS; S&P 500 NEARLY FLAT
11/6/2026,22:00:01,"Wall St ticks up as chips rebound, Middle East in focus US STOCKS"
11/6/2026,21:52:49,"U.S. STOCKS EXTEND GAINS, NASDAQ -IXIC UP 1.00%"
11/6/2026,21:52:49,"U.S. STOCKS EXTEND GAINS, NASDAQ -IXIC UP 1.00 PCT"
11/6/2026,21:32:23,"US STOCKS SNAPSHOT-Wall St opens higher on tech rebound, Middle East in focus"
11/6/2026,21:30:30,"NASDAQ .IXIC UP 144.81 POINTS, OR 0.57 PERCENT, AT 25,314.31 AFTER MARKET OPEN"
11/6/2026,21:30:30,"DOW JONES .DJI UP 208.65 POINTS, OR 0.42 PERCENT, AT 50,127.43 AFTER MARKET OPEN"
11/6/2026,21:30:30,"S&P 500 .INX UP 31.46 POINTS, OR 0.43 PERCENT, AT 7,298.45 AFTER MARKET OPEN"
11/6/2026,21:30:30,"S&P 500 .INX UP 31.46 POINTS, OR 0.43 %, AT 7,298.45 AFTER MARKET OPEN"
11/6/2026,21:16:37,"Wall St set to gain on tech rebound, Middle East in focus US STOCKS U.S. STOCK FUTURES PARE GAINS AFTER MAY PPI DATA, WEEKLY JOBLESS CLAIMS"
11/6/2026,19:33:24,"Wall St futures gain on tech rebound, Middle East peace hopes US STOCKS"
11/6/2026,18:42:13,"Wall St futures rise on tech buying, Middle East peace hopes US STOCKS U.S. S&P 500 E-MINI FUTURES UP 0.67%, NASDAQ 100 FUTURES UP 1.01%, DOW FUTURES UP 0.6%"
11/6/2026,4:46:54,"Wall Street indexes fall more than 1%, hit by tech, Iran war worries US STOCKS"
11/6/2026,4:01:29,"S&P 500 TECH SECTOR INDEX LOSES 2.3%, DOWN 11% FROM JUNE 2 RECORD HIGH CLOSE Wall Street indexes fall 1%, dragged by tech and Iran war worries US STOCKS"
11/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES DOWN 896.92 POINTS, OR 1.76%, AT 49,975.19"
11/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES DOWN 899.86 POINTS, OR 1.77 PERCENT, AT 49,972.25"
11/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES DOWN 109.63 POINTS, OR 1.48 PERCENT, AT 7,277.02"
11/6/2026,4:00:00,"NASDAQ .IXIC UNOFFICIALLY CLOSES DOWN 472.01 POINTS, OR 1.84 PERCENT, AT 25,206.81"
11/6/2026,3:52:49,"Wall Street indexes fall 1%, dragged by tech and worries about Middle East CORRECTED US STOCKS"
11/6/2026,3:21:57,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 2.00%"
11/6/2026,3:21:57,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 2.00 PCT"
10/6/2026,23:56:27,"Wall St falls as tech losses, Middle East tensions deepen US STOCKS"
10/6/2026,23:15:41,"U.S. STOCKS EXTEND FALL, S&P 500 -SPX DOWN 1.00 PCT"
10/6/2026,22:57:30,"U.S. STOCKS EXTEND FALL, DOW JONES -DJI DOWN 1.00 PCT"
10/6/2026,22:12:12,U.S. STOCKS PARE LOSSES; S&P 500 AND NASDAQ NEARLY FLAT
10/6/2026,21:58:09,"Wall St dips as tech declines, Middle East tensions mount US STOCKS"
10/6/2026,21:34:51,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 1.00%"
10/6/2026,21:34:51,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 1.00 PCT"
10/6/2026,21:32:31,"US STOCKS SNAPSHOT-Wall St opens lower on tech losses, Middle East tensions"
10/6/2026,21:30:30,"NASDAQ .IXIC DOWN 166.71 POINTS, OR 0.65 PERCENT, AT 25,512.12 AFTER MARKET OPEN"
10/6/2026,21:30:30,"DOW JONES .DJI DOWN 263.20 POINTS, OR 0.52 PERCENT, AT 50,608.91 AFTER MARKET OPEN"
10/6/2026,21:30:30,"S&P 500 .INX DOWN 35.57 POINTS, OR 0.48 %, AT 7,351.08 AFTER MARKET OPEN"
10/6/2026,21:30:30,"S&P 500 .INX DOWN 35.57 POINTS, OR 0.48 PERCENT, AT 7,351.08 AFTER MARKET OPEN"
10/6/2026,21:14:11,"Wall St set to drop as tech declines, Middle East tensions mount US STOCKS"
10/6/2026,20:38:56,US STOCKS SNAPSHOT-Wall St futures pare declines after May inflation data
10/6/2026,20:30:28,U.S. STOCK FUTURES PARE DECLINES AFTER MAY CONSUMER INFLATION DATA
10/6/2026,19:08:52,"U.S. STOCK FUTURES EXTEND DECLINES; S&P 500 E-MINI FUTURES DOWN 1.1%, NASDAQ 100 FUTURES FALLS 1.6%, DOW FUTURES SLIP 1%"
10/6/2026,18:44:39,Wall St futures slip as tech losses mount ahead of key inflation data US STOCKS
10/6/2026,17:55:31,Wall St futures slip as tech losses mount ahead of key inflation data US STOCKS
10/6/2026,16:00:38,"U.S. S&P 500 E-MINI FUTURES DOWN 0.35%, NASDAQ 100 FUTURES DOWN 0.52%, DOW FUTURES DOWN 0.31%"
10/6/2026,5:18:13,"S&P 500, Nasdaq fall as tech selling resumes, Trump vows to respond to downed US helicopter US STOCKS"
10/6/2026,4:00:54,"S&P 500, Nasdaq fall as tech selling resumes, Trump vows to react to downed US helicopter US STOCKS"
10/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES DOWN 23.94 POINTS, OR 0.32 PERCENT, AT 7,381.79"
10/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 87.47 POINTS, OR 0.17%, AT 50,873.48"
10/6/2026,4:00:00,"NASDAQ .IXIC UNOFFICIALLY CLOSES DOWN 272.81 POINTS, OR 1.05 PERCENT, AT 25,656.85 S&P 500, Nasdaq fall as tech selloff resumes, Trump says US must react to downed US helicopter US STOCKS"
10/6/2026,0:40:25,"S&P 500, Nasdaq fall to one-month lows as tech selloff resumes US STOCKS"
10/6/2026,0:39:09,"U.S. STOCKS EXTEND FALL, DOW JONES -DJI DOWN 1.00 PCT"
10/6/2026,0:33:38,CBOE VOLATILITY INDEX HITS HIGHEST SINCE APRIL 7; LAST UP 2.72 POINTS AT 21.64
9/6/2026,23:47:16,CBOE VOLATILITY INDEX CLIMBS 1.10 POINTS TO 20.02
9/6/2026,23:19:38,"S&P, Nasdaq fall as tech shares weigh US STOCKS"
